TEXT-ID	SUBCORPUS	PRS-ID	SEX	AGE	1LANG	DIALECT	EDUCATION	PERM-RESD	CHILD-RESD	UTTS	WORDS
Gos071	Gos	Hm-nast-05517	moški	-	slovenščina	-	-	-	-	1	31
Gos071	Gos	If-inte-00000	ženski	-	slovenščina	-	-	-	-	1	42
Gos072	Gos	Af-novi-03507	ženski	-	slovenščina	-	-	-	-	123	911
Gos072	Gos	Bm-novi-03501	moški	-	slovenščina	-	-	-	-	83	722
Gos072	Gos	Cm-gost-03518	moški	nad 60 let	slovenščina	-	-	-	-	27	1019
Gos072	Gos	Km-gost-02172	moški	-	slovenščina	-	-	-	-	28	1125
Gos072	Gos	If-gost-00013	ženski	-	slovenščina	-	-	-	-	32	1045
Gos072	Gos	Hm-gost-02018	moški	-	slovenščina	-	-	-	-	19	714
Gos072	Gos	Em-gost-00020	moški	-	slovenščina	-	-	-	-	40	1279
Gos072	Gos	Fm-gost-03508	moški	-	slovenščina	-	-	-	-	13	541
Gos072	Gos	Gm-gost-05581	moški	-	slovenščina	-	-	-	-	39	1325
Gos072	Gos	Lm-gost-03532	moški	-	slovenščina	-	-	-	-	23	781
Gos072	Gos	Dm-gost-02538	moški	-	slovenščina	-	-	-	-	26	940
Gos072	Gos	audience	-	-		-	-	-	-	0	0
Gos072	Gos	Nm-gost-00000	moški	-		-	-	-	-	1	0
Gos072	Gos	Om-gost-00000	moški	-		-	-	-	-	1	3
Gos072	Gos	Pm-gost-00000	moški	-		-	-	-	-	1	1
Gos072	Gos	Rm-gost-00000	moški	-		-	-	-	-	1	1
Gos072	Gos	Jf-novi-02537	ženski	-	slovenščina	-	-	-	-	6	150
Gos072	Gos	Mm-anke-02173	moški	-	slovenščina	-	-	-	-	4	147
Gos073	Gos	Am-novi-02535	moški	-	slovenščina	-	-	-	-	261	2872
Gos073	Gos	Bf-novi-02109	ženski	-	slovenščina	-	-	-	-	10	387
Gos073	Gos	Cm-nast-02110	moški	-	slovenščina	-	-	-	-	1	24
Gos073	Gos	Dm-nast-02111	moški	-	slovenščina	-	-	-	-	1	48
Gos073	Gos	Em-nast-03509	moški	-	slovenščina	-	-	-	-	3	95
Gos073	Gos	Fm-nast-02112	moški	-	slovenščina	-	-	-	-	1	40
Gos073	Gos	Jm-nast-02114	moški	-	slovenščina	-	-	-	-	1	8
Gos073	Gos	Gf-nast-02113	ženski	-	slovenščina	-	-	-	-	1	20
Gos073	Gos	Hm-gost-03510	moški	-	slovenščina	-	-	-	-	79	1251
Gos073	Gos	Im-gost-03517	moški	-	slovenščina	-	-	-	-	66	1137
Gos073	Gos	Km-gost-03512	moški	-	slovenščina	-	-	-	-	59	1491
Gos073	Gos	Lm-gost-02115	moški	-	slovenščina	-	-	-	-	52	849
Gos073	Gos	audience	-	-		-	-	-	-	0	0
Gos073	Gos	Pm-gost-02118	moški	-	slovenščina	-	-	-	-	36	875
Gos073	Gos	Mm-gost-02116	moški	-	slovenščina	-	-	-	-	61	1410
Gos073	Gos	Rm-gost-00000	moški	-		-	-	-	-	1	6
Gos073	Gos	Om-gost-02117	moški	-	slovenščina	-	-	-	-	12	696
Gos073	Gos	Nm-gost-00017	moški	-	slovenščina	-	-	-	-	39	906
Gos073	Gos	Qm-gost-02119	moški	-	slovenščina	-	-	-	-	18	284
Gos074	Gos	Am-novi-02535	moški	-	slovenščina	-	-	-	-	137	876
Gos074	Gos	Ef-novi-02537	ženski	-	slovenščina	-	fakulteta ali več	-	-	13	360
Gos074	Gos	Ff-nast-02539	ženski	-	slovenščina	-	-	-	-	3	38
Gos074	Gos	Gf-nast-02540	ženski	-	slovenščina	-	-	-	-	1	45
Gos074	Gos	Hm-nast-02541	moški	-	slovenščina	-	-	-	-	2	69
Gos074	Gos	If-nast-02542	ženski	-	slovenščina	-	-	-	-	2	37
Gos074	Gos	Jf-nast-02543	ženski	-	slovenščina	-	-	-	-	1	32
Gos074	Gos	Km-nast-02544	moški	-	slovenščina	-	-	-	-	1	41
Gos074	Gos	Lm-nast-02545	moški	-	slovenščina	-	-	-	-	1	35
Gos074	Gos	Mf-gost-02546	ženski	-	slovenščina	-	-	-	-	6	227
Gos074	Gos	Bm-nast-02536	moški	-	slovenščina	-	fakulteta ali več	-	-	56	850
Gos074	Gos	Nm-gost-02547	moški	-	slovenščina	-	fakulteta ali več	-	-	8	200
Gos074	Gos	Cm-gost-03532	moški	-	slovenščina	-	-	-	-	13	249
Gos074	Gos	Qm-gost-02550	moški	-	slovenščina	-	fakulteta ali več	-	-	23	573
Gos074	Gos	Om-gost-02548	moški	-	slovenščina	-	fakulteta ali več	-	-	6	154
Gos074	Gos	Pm-gost-02549	moški	-	slovenščina	-	fakulteta ali več	-	-	43	832
Gos074	Gos	Dm-gost-02538	moški	-	slovenščina	-	-	-	-	36	445
Gos074	Gos	all	-	-		-	-	-	-	0	0
Gos074	Gos	audience	-	-		-	-	-	-	0	0
Gos074	Gos	Rm-gost-02551	moški	-	slovenščina	-	-	-	-	7	249
Gos075	Gos	Em-novi-03501	moški	-	slovenščina	-	-	-	-	6	92
Gos075	Gos	Nf-novi-03502	ženski	-	slovenščina	-	-	-	-	6	334
Gos076	Gos	Mm-novi-03001	moški	-	slovenščina	-	-	-	-	4	98
Gos076	Gos	Zm-anke-03002	moški	-	slovenščina	-	-	-	-	2	44
Gos076	Gos	Pm-anke-03003	moški	-	slovenščina	-	-	-	-	1	19
Gos077	Gos	Af-novi-02001	ženski	-	slovenščina	-	-	-	-	5	132
Gos077	Gos	Bm-anke-02002	moški	-	slovenščina	-	-	-	-	1	41
Gos077	Gos	Cm-anke-02003	moški	-	slovenščina	-	-	-	-	1	16
Gos077	Gos	Df-anke-02004	ženski	-	slovenščina	-	-	-	-	1	13
Gos077	Gos	Em-inte-02005	moški	-	slovenščina	-	-	-	-	1	38
Gos078	Gos	Af-novi-02006	ženski	-	slovenščina	-	-	-	-	9	143
Gos078	Gos	Bm-nast-03508	moški	-	slovenščina	-	-	-	-	4	52
Gos078	Gos	Cm-nast-02007	moški	-	slovenščina	-	-	-	-	2	58
Gos078	Gos	Dm-nast-02008	moški	-	slovenščina	-	-	-	-	1	29
Gos078	Gos	Em-nast-02009	moški	-	slovenščina	-	-	-	-	1	25
Gos079	Gos	Af-novi-02010	ženski	-	slovenščina	-	-	-	-	11	106
Gos079	Gos	Bf-anke-02011	ženski	-	slovenščina	-	-	-	-	1	8
Gos079	Gos	Cf-anke-02012	ženski	-	slovenščina	-	-	-	-	1	15
Gos079	Gos	Df-anke-02013	ženski	-	slovenščina	-	-	-	-	3	10
Gos079	Gos	Ef-anke-02014	ženski	-	slovenščina	-	-	-	-	2	17
Gos079	Gos	Fm-anke-02015	moški	-	slovenščina	-	-	-	-	4	22
Gos079	Gos	Gf-anke-02016	ženski	-	slovenščina	-	-	-	-	1	7
Gos079	Gos	Hf-anke-02017	ženski	-	slovenščina	-	-	-	-	4	37
Gos080	Gos	Af-novi-03516	ženski	-	slovenščina	-	-	-	-	5	161
Gos080	Gos	Bm-anke-03519	moški	-	slovenščina	-	-	-	-	2	58
Gos080	Gos	Cm-nast-02020	moški	-	slovenščina	-	-	-	-	1	51
Gos080	Gos	Dm-nast-03508	moški	-	slovenščina	-	-	-	-	1	30
Gos080	Gos	Em-anke-02021	moški	-	slovenščina	-	-	-	-	2	32
Gos081	Gos	Kf-novi-03526	ženski	-	slovenščina	-	-	-	-	4	115
Gos081	Gos	Mm-inte-03524	moški	-	slovenščina	-	-	-	-	2	101
Gos081	Gos	Sm-inte-03525	moški	-	slovenščina	-	-	-	-	2	45
Gos082	Gos	Bf-novi-04505	ženski	-	slovenščina	-	-	-	-	3	122
Gos082	Gos	Mf-inte-04504	ženski	-	slovenščina	-	-	-	-	1	42
Gos082	Gos	Pm-inte-04503	moški	-	slovenščina	-	-	-	-	2	60
Gos083	Gos	Zf-novi-01513	ženski	-	slovenščina	-	-	-	-	5	114
Gos083	Gos	Pm-anke-01510	moški	-	slovenščina	-	-	-	-	2	29
Gos083	Gos	Xm-anke-01515	moški	-	slovenščina	-	-	-	-	1	4
Gos083	Gos	Rm-anke-01514	moški	-	slovenščina	-	-	-	-	2	26
Gos083	Gos	Jm-anke-01511	moški	-	slovenščina	-	-	-	-	1	48
Gos083	Gos	Sm-anke-01512	moški	-	slovenščina	-	-	-	-	3	31
Gos084	Gos	Em-novi-03501	moški	-	slovenščina	-	-	-	-	5	76
Gos084	Gos	Nf-novi-03502	ženski	-	slovenščina	-	-	-	-	4	334
Gos085	Gos	Af-novi-03533	ženski	-	slovenščina	-	-	-	-	5	100
Gos085	Gos	Bm-inte-05001	moški	-	slovenščina	-	-	-	-	2	40
Gos085	Gos	Cm-inte-05002	moški	-	slovenščina	-	-	-	-	2	63
Gos086	Gos	Bm-anke-01520	moški	-	slovenščina	-	-	-	-	2	66
Gos086	Gos	Af-novi-02010	ženski	-	slovenščina	-	-	-	-	3	35
Gos086	Gos	Cf-anke-01521	ženski	-	slovenščina	-	-	-	-	2	41
Gos087	Gos	Mm-novi-03537	moški	-	slovenščina	-	-	-	-	4	55
Gos087	Gos	Dm-inte-02007	moški	-	slovenščina	-	-	-	-	4	150
Gos088	Gos	Af-novi-00001	ženski	-	slovenščina	-	-	-	-	5	152
Gos088	Gos	Bm-nast-02020	moški	-	slovenščina	-	-	-	-	1	17
Gos088	Gos	Cm-nast-02021	moški	-	slovenščina	-	-	-	-	3	37
Gos088	Gos	Dm-nast-02022	moški	-	slovenščina	-	-	-	-	1	30
Gos089	Gos	Pf-novi-03503	ženski	-	slovenščina	-	-	-	-	10	371
Gos089	Gos	Bm-inte-03509	moški	-	slovenščina	-	-	-	-	2	57
Gos089	Gos	Fm-inte-03510	moški	-	slovenščina	-	-	-	-	1	47
Gos089	Gos	Df-novi-03511	ženski	-	slovenščina	-	-	-	-	1	19
Gos089	Gos	Zm-inte-03512	moški	-	slovenščina	-	-	-	-	6	209
Gos090	Gos	Mm-novi-03001	moški	-	slovenščina	-	-	-	-	4	130
Gos090	Gos	Pm-inte-03513	moški	-	slovenščina	-	-	-	-	3	40
Gos091	Gos	Em-novi-03501	moški	-	slovenščina	-	-	-	-	3	42
Gos091	Gos	Vm-gost-03514	moški	-	slovenščina	-	-	-	-	3	248
Gos091	Gos	Df-novi-03511	ženski	-	slovenščina	-	-	-	-	2	17
Gos092	Gos	Af-novi-02023	ženski	-	slovenščina	-	-	-	-	5	128
Gos092	Gos	Bm-nast-04001	moški	-	slovenščina	-	-	-	-	3	67
Gos092	Gos	Cm-nast-04002	moški	-	slovenščina	-	-	-	-	1	26
Gos092	Gos	Df-nast-04003	ženski	-	slovenščina	-	-	-	-	1	8
Gos093	Gos	Mf-novi-03522	ženski	-	slovenščina	-	-	-	-	4	178
Gos093	Gos	Nf-inte-03523	ženski	-	slovenščina	-	-	-	-	3	86
Gos094	Gos	Sf-novi-02006	ženski	-	slovenščina	-	-	-	-	5	155
Gos094	Gos	Bm-inte-03508	moški	-	slovenščina	-	-	-	-	2	45
Gos094	Gos	Rm-inte-03527	moški	-	slovenščina	-	-	-	-	1	30
Gos094	Gos	Vm-inte-03528	moški	-	slovenščina	-	-	-	-	1	65
Gos095	Gos	Bf-novi-00001	ženski	-	slovenščina	-	-	-	-	5	140
Gos095	Gos	Xf-anke-01516	ženski	-	slovenščina	-	-	-	-	1	9
Gos095	Gos	Xf-anke-01517	ženski	-	slovenščina	-	-	-	-	1	10
Gos095	Gos	Am-anke-01518	moški	-	slovenščina	-	-	-	-	1	19
Gos095	Gos	Cf-anke-01519	ženski	-	slovenščina	-	-	-	-	2	38
Gos096	Gos	Af-novi-05504	ženski	-	slovenščina	-	-	-	-	4	142
Gos096	Gos	Bf-inte-05502	ženski	-	slovenščina	-	-	-	-	2	37
Gos096	Gos	Cm-inte-05503	moški	-	slovenščina	-	-	-	-	1	30
Gos096	Gos	Dm-inte-00016	moški	-	slovenščina	-	-	-	-	1	22
Gos097	Gos	Tf-novi-03533	ženski	-	slovenščina	-	-	-	-	6	133
Gos097	Gos	Lm-inte-03529	moški	-	slovenščina	-	-	-	-	2	27
Gos097	Gos	Um-inte-03530	moški	-	slovenščina	-	-	-	-	1	31
Gos097	Gos	Rm-inte-03531	moški	-	slovenščina	-	-	-	-	1	36
Gos097	Gos	Zm-inte-03532	moški	-	slovenščina	-	-	-	-	1	22
Gos098	Gos	Kf-novi-03516	ženski	-	slovenščina	-	-	-	-	12	163
Gos098	Gos	Mm-inte-03515	moški	-	slovenščina	-	-	-	-	5	42
Gos098	Gos	Am-inte-03517	moški	-	slovenščina	-	-	-	-	2	34
Gos098	Gos	Am-inte-03518	moški	-	slovenščina	-	-	-	-	1	14
Gos098	Gos	Vm-inte-03519	moški	-	slovenščina	-	-	-	-	1	54
Gos098	Gos	Mf-inte-03520	ženski	-	slovenščina	-	-	-	-	1	5
Gos098	Gos	If-inte-03521	ženski	-	slovenščina	-	-	-	-	2	46
Gos099	Gos	Df-novi-03539	ženski	-	slovenščina	-	-	-	-	3	65
Gos099	Gos	Am-inte-03538	moški	-	slovenščina	-	-	-	-	2	118
Gos100	Gos	Am-novi-05591	moški	-	slovenščina	-	-	obalno-kraška	-	4	100
Gos100	Gos	Bf-nast-05592	ženski	-	slovenščina	-	-	obalno-kraška	-	1	57
Gos100	Gos	Cm-nast-05593	moški	30 do 59 let	slovenščina	-	-	obalno-kraška	-	2	69
Gos101	Gos	Pf-novi-03503	ženski	-	slovenščina	-	-	-	-	3	74
Gos101	Gos	Sm-inte-03504	moški	-	slovenščina	-	-	-	-	1	54
Gos101	Gos	Dm-inte-03505	moški	-	slovenščina	-	-	-	-	2	97
Gos101	Gos	Mm-novi-03506	moški	-	slovenščina	-	-	-	-	5	113
Gos101	Gos	Bm-gost-03508	moški	-	slovenščina	-	-	-	-	13	376
Gos101	Gos	Pf-novi-03507	ženski	-	slovenščina	-	-	-	-	8	105
Gos102	Gos	Pf-novi-03534	ženski	-	slovenščina	-	-	-	-	4	125
Gos102	Gos	Dm-inte-03535	moški	-	slovenščina	-	-	-	-	2	69
Gos102	Gos	Af-novi-03536	ženski	-	slovenščina	-	-	-	-	1	22
Gos103	Gos	Af-novi-02023	ženski	-	slovenščina	-	-	-	-	5	95
Gos103	Gos	Bm-anke-02024	moški	-	slovenščina	-	-	-	-	1	17
Gos103	Gos	Cm-anke-02025	moški	-	slovenščina	-	-	-	-	2	17
Gos103	Gos	Df-nast-02026	ženski	-	slovenščina	-	-	-	-	3	58
Gos103	Gos	Ef-anke-02027	ženski	-	slovenščina	-	-	-	-	1	6
Gos103	Gos	Ff-anke-02028	ženski	-	slovenščina	-	-	-	-	1	17
Gos104	Gos	Df-novi-02010	ženski	-	slovenščina	-	-	-	-	3	36
Gos104	Gos	Ff-inte-01601	ženski	-	slovenščina	-	-	-	-	1	24
Gos104	Gos	Gm-inte-01602	moški	-	slovenščina	-	-	-	-	3	108
Gos104	Gos	Qm-inte-01603	moški	-	slovenščina	-	-	-	-	1	16
Gos105	Gos	Pf-novi-01513	ženski	-	slovenščina	-	-	-	-	4	75
Gos105	Gos	Bm-anke-00026	moški	-	slovenščina	-	-	-	-	5	75
Gos105	Gos	Dm-anke-00027	moški	-	slovenščina	-	-	-	-	3	69
Gos105	Gos	Af-anke-00028	ženski	-	slovenščina	-	-	-	-	3	50
Gos106	Gos	Jf-novi-04532	ženski	-	slovenščina	-	-	-	-	1	105
Gos107	Gos	Xm-novi-00010	moški	-	slovenščina	-	-	-	-	4	141
Gos107	Gos	Cm-anke-00011	moški	-	slovenščina	-	-	-	-	1	51
Gos107	Gos	Zm-anke-00012	moški	-	slovenščina	-	-	-	-	1	33
Gos107	Gos	Kf-anke-00013	ženski	-	slovenščina	-	-	-	-	1	31
Gos108	Gos	Kf-novi-03503	ženski	-	slovenščina	-	-	-	-	3	50
Gos108	Gos	Km-anke-00007	moški	-	slovenščina	-	-	-	-	2	69
Gos108	Gos	Am-anke-00008	moški	-	slovenščina	-	-	-	-	2	39
Gos108	Gos	Jm-anke-00009	moški	-	slovenščina	-	-	-	-	2	66
Gos109	Gos	Af-novi-03507	ženski	-	slovenščina	-	-	-	-	7	129
Gos109	Gos	Bm-inte-05501	moški	-	slovenščina	-	-	-	-	5	170
Gos110	Gos	Ef-novi-04501	ženski	-	slovenščina	-	-	-	-	2	65
Gos110	Gos	Bm-inte-04502	moški	-	slovenščina	-	-	-	-	1	64
Gos111	Gos	Xf-novi-00014	ženski	-	slovenščina	-	-	-	-	14	244
Gos111	Gos	Sm-anke-00015	moški	-	slovenščina	-	-	-	-	3	8
Gos111	Gos	Km-anke-00017	moški	-	slovenščina	-	-	-	-	2	17
Gos111	Gos	Mm-anke-00016	moški	-	slovenščina	-	-	-	-	4	35
Gos111	Gos	Zm-anke-00018	moški	-	slovenščina	-	-	-	-	1	11
Gos111	Gos	Pf-anke-00019	ženski	-	slovenščina	-	-	-	-	1	9
Gos111	Gos	Pm-anke-03508	moški	-	slovenščina	-	-	-	-	2	3
Gos111	Gos	Gm-anke-00020	moški	-	slovenščina	-	-	-	-	2	17
Gos112	Gos	Kf-novi-00001	ženski	-	slovenščina	-	-	-	-	8	201
Gos112	Gos	Xm-anke-00002	moški	-	slovenščina	-	-	-	-	1	21
Gos112	Gos	Tf-anke-00003	ženski	-	slovenščina	-	-	-	-	3	27
Gos112	Gos	Pf-anke-00004	ženski	-	slovenščina	-	-	-	-	4	31
Gos112	Gos	Zf-anke-00005	ženski	-	slovenščina	-	-	-	-	1	23
Gos113	Gos	Rf-novi-01604	ženski	30 do 59 let	slovenščina	-	-	-	-	27	403
Gos113	Gos	Im-inte-07501	moški	-	slovenščina	-	-	-	-	15	1092
Gos113	Gos	Bm-inte-07502	moški	-	slovenščina	-	-	-	-	21	954
Gos114	Gos	Ef-mode-01604	ženski	-	slovenščina	-	fakulteta ali več	-	-	37	531
Gos114	Gos	Am-gost-00527	moški	30 do 59 let	slovenščina	-	fakulteta ali več	-	-	22	646
Gos114	Gos	Bm-gost-00528	moški	nad 60 let	slovenščina	-	fakulteta ali več	-	-	17	532
Gos114	Gos	Cm-gost-00530	moški	nad 60 let	slovenščina	-	fakulteta ali več	-	-	12	313
Gos114	Gos	Df-gost-00529	ženski	nad 60 let	slovenščina	-	fakulteta ali več	-	-	15	533
Gos115	Gos	Af-mode-07152	ženski	30 do 59 let	slovenščina	-	-	-	-	23	496
Gos115	Gos	Bf-novi-07153	ženski	-	slovenščina	-	-	-	-	3	358
Gos115	Gos	Cm-gost-02503	moški	-	slovenščina	-	-	-	-	3	395
Gos115	Gos	Dm-gost-07154	moški	-		-	-	-	-	5	490
Gos115	Gos	Em-gost-00018	moški	-	slovenščina	-	-	-	-	10	616
Gos116	Gos	Sm-novi-07003	moški	-	slovenščina	-	-	-	-	71	1094
Gos116	Gos	Bm-gost-03509	moški	-	slovenščina	-	-	-	-	54	1969
Gos116	Gos	Lf-gost-08501	ženski	-	slovenščina	-	-	-	-	8	404
Gos116	Gos	Tm-gost-02088	moški	-	slovenščina	-	-	-	-	7	576
Gos116	Gos	Fm-gost-08502	moški	-	slovenščina	-	-	-	-	6	391
Gos116	Gos	Ym-gost-00000	moški	-		-	-	-	-	1	1
Gos117	Gos	Am-mode-07003	moški	-	slovenščina	-	-	-	-	35	450
Gos117	Gos	Dm-gost-07006	moški	-	slovenščina	-	-	-	-	10	514
Gos117	Gos	Gm-gost-00000	moški	-		-	-	-	-	2	5
Gos117	Gos	Bm-gost-05512	moški	-	slovenščina	-	-	-	-	12	602
Gos117	Gos	Cm-gost-02008	moški	-	slovenščina	-	-	-	-	13	512
Gos117	Gos	Em-gost-02019	moški	-	slovenščina	-	-	-	-	14	534
Gos117	Gos	all	-	-		-	-	-	-	0	0
Gos118	Gos	Tm-novi-09001	moški	-	slovenščina	-	-	-	-	34	425
Gos118	Gos	Af-gost-09003	ženski	-	slovenščina	-	-	-	-	22	546
Gos118	Gos	Mf-gost-09002	ženski	-	slovenščina	-	-	-	-	20	510
Gos118	Gos	Nm-gost-09004	moški	-	slovenščina	-	-	-	-	14	380
Gos119	Gos	Am-mode-07003	moški	-	slovenščina	-	-	-	-	45	702
Gos119	Gos	Bm-gost-07155	moški	-		-	-	-	-	32	845
Gos119	Gos	Cm-gost-07156	moški	-		-	-	-	-	12	415
Gos119	Gos	Dm-gost-06505	moški	-		-	-	-	-	1	51
Gos119	Gos	Em-gost-07157	moški	-		-	-	-	-	12	331
Gos120	Gos	Of-novi-01604	ženski	-	slovenščina	-	-	-	-	21	463
Gos120	Gos	Mm-gost-01605	moški	-	slovenščina	-	-	-	-	27	1267
Gos121	Gos	Am-mode-07003	moški	-	slovenščina	-	-	-	-	55	939
Gos121	Gos	Bf-gost-07197	ženski	-		-	-	-	-	11	402
Gos121	Gos	Cm-gost-00018	moški	-		-	-	-	-	29	1004
Gos121	Gos	Dm-gost-07198	moški	-		-	-	-	-	16	1111
Gos121	Gos	Em-gost-07199	moški	-		-	-	-	-	4	271
Gos122	Gos	Am-mode-07003	moški	-	slovenščina	-	-	-	-	50	581
Gos122	Gos	Bm-gost-03505	moški	-	slovenščina	-	-	-	-	13	373
Gos122	Gos	Cm-gost-00015	moški	-	slovenščina	-	-	-	-	12	337
Gos122	Gos	Dm-gost-05567	moški	-	slovenščina	-	-	-	-	22	681
Gos122	Gos	Ym-gost-00000	moški	-		-	-	-	-	3	1
Gos122	Gos	Em-gost-02344	moški	-	slovenščina	-	-	-	-	14	397
Gos122	Gos	audience	-	-		-	-	-	-	0	0
Gos122	Gos	all	-	-		-	-	-	-	0	0
Gos123	Gos	Vm-novi-01606	moški	-	slovenščina	-	-	-	-	110	1714
Gos123	Gos	Lf-gost-05513	ženski	-	slovenščina	-	-	-	-	66	3215
Gos123	Gos	Km-gost-01610	moški	-	slovenščina	-	fakulteta ali več	-	-	25	1283
Gos123	Gos	Bm-gost-01609	moški	-	slovenščina	-	fakulteta ali več	-	-	17	587
Gos123	Gos	Jm-gost-01611	moški	-	slovenščina	-	-	-	-	15	704
Gos123	Gos	Am-gost-01608	moški	-	slovenščina	-	fakulteta ali več	-	-	49	2038
Gos123	Gos	Ym-gost-00000	moški	-		-	-	-	-	2	2
Gos123	Gos	audience	-	-		-	-	-	-	0	0
Gos124	Gos	Am-novi-02133	moški	-	slovenščina	-	-	-	-	84	2015
Gos124	Gos	Bm-gost-02134	moški	-	slovenščina	-	-	-	-	5	793
Gos124	Gos	Cm-gost-01611	moški	-		-	-	-	-	15	997
Gos124	Gos	Dm-gost-01610	moški	-	slovenščina	-	-	-	-	14	1356
Gos124	Gos	Fm-gost-02136	moški	-	slovenščina	-	-	-	-	11	1045
Gos124	Gos	Em-gost-02135	moški	-	slovenščina	-	-	-	-	13	756
Gos124	Gos	Gf-novi-02137	ženski	-	slovenščina	-	-	-	-	13	1404
Gos124	Gos	Hf-novi-02138	ženski	-	slovenščina	-	-	-	-	5	581
Gos124	Gos	Im-gost-02139	moški	-	slovenščina	-	-	-	-	8	340
Gos124	Gos	Jm-inte-02140	moški	-	slovenščina	-	-	-	-	8	238
Gos125	Gos	Sm-novi-06570	moški	-	slovenščina	-	-	-	-	56	611
Gos125	Gos	Gm-gost-02549	moški	-	slovenščina	-	-	-	-	65	1425
Gos125	Gos	audience	-	-		-	-	-	-	0	0
Gos126	Gos	Sm-novi-06570	moški	-	slovenščina	-	-	-	-	53	739
Gos126	Gos	Im-gost-06571	moški	-	slovenščina	-	-	-	-	67	1464
Gos127	Gos	Sm-novi-06570	moški	-	slovenščina	-	-	-	-	55	613
Gos127	Gos	Lf-gost-05513	ženski	-	slovenščina	-	-	-	-	59	1095
Gos128	Gos	Sm-novi-06570	moški	-	slovenščina	-	-	-	-	51	521
Gos128	Gos	Fm-gost-06571	moški	-	slovenščina	-	-	-	-	66	1199
Gos128	Gos	all	-	-		-	-	-	-	0	0
Gos128	Gos	audience	-	-		-	-	-	-	0	0
Gos129	Gos	Sm-novi-06570	moški	-	slovenščina	-	-	-	-	52	758
Gos129	Gos	Sf-gost-00013	ženski	-	slovenščina	-	-	-	-	65	1114
Gos129	Gos	all	-	-		-	-	-	-	0	0
Gos130	Gos	Bm-novi-06519	moški	-	slovenščina	-	-	-	-	69	2079
Gos130	Gos	Af-novi-06518	ženski	-	slovenščina	-	-	-	-	49	881
Gos130	Gos	Cf-inte-06520	ženski	-	slovenščina	-	-	-	-	1	15
Gos130	Gos	Dn-nast-06521	-	-	slovenščina	-	-	-	-	1	0
Gos130	Gos	Ef-inte-06522	ženski	-	slovenščina	-	-	-	-	2	74
Gos130	Gos	Fm-inte-06523	moški	-	slovenščina	-	-	-	-	1	33
Gos131	Gos	Af-novi-06518	ženski	-	slovenščina	-	-	-	-	63	813
Gos131	Gos	Bm-novi-06519	moški	-	slovenščina	-	-	-	-	95	1984
Gos131	Gos	Mf-inte-06524	ženski	-	slovenščina	-	-	-	-	2	237
Gos131	Gos	Gm-inte-06525	moški	-	slovenščina	-	-	-	-	7	68
Gos131	Gos	Fm-gost-06526	moški	-	slovenščina	-	-	-	-	1	3
Gos131	Gos	Nm-anke-06527	moški	-	slovenščina	-	-	-	-	1	4
Gos131	Gos	Nm-anke-06528	moški	-	slovenščina	-	-	-	-	1	2
Gos131	Gos	Nm-anke-06529	moški	-	slovenščina	-	-	-	-	1	4
Gos131	Gos	Nf-anke-06530	ženski	-	slovenščina	-	-	-	-	1	3
Gos131	Gos	Nf-anke-065231	ženski	-	slovenščina	-	-	-	-	1	1
Gos131	Gos	Nf-anke-06532	ženski	-	slovenščina	-	-	-	-	1	3
Gos131	Gos	Xm-mode-03545	moški	-	slovenščina	-	-	-	-	1	3
Gos131	Gos	Rm-inte-06533	moški	-	slovenščina	-	-	-	-	6	254
Gos131	Gos	Rf-anke-06534	ženski	-	slovenščina	-	-	-	-	1	4
Gos131	Gos	Rf-anke-06535	ženski	-	slovenščina	-	-	-	-	1	6
Gos131	Gos	Rf-anke-06536	ženski	-	slovenščina	-	-	-	-	1	7
Gos131	Gos	Rm-anke-06537	moški	-	slovenščina	-	-	-	-	1	14
Gos131	Gos	Rm-anke-03546	moški	-	slovenščina	-	-	-	-	1	9
Gos131	Gos	Rm-anke-06538	moški	-	slovenščina	-	-	-	-	1	12
Gos131	Gos	Rm-anke-06539	moški	-	slovenščina	-	-	-	-	1	8
Gos132	Gos	Bm-novi-06519	moški	-	slovenščina	-	-	-	-	102	1986
Gos132	Gos	Af-novi-06518	ženski	-	slovenščina	-	-	-	-	76	907
Gos132	Gos	Df-anke-06540	ženski	-	slovenščina	-	-	-	-	1	3
Gos132	Gos	Df-anke-06541	ženski	-	slovenščina	-	-	-	-	1	2
Gos132	Gos	Df-anke-06542	ženski	-	slovenščina	-	-	-	-	1	5
Gos132	Gos	Dm-anke-06543	moški	-	slovenščina	-	-	-	-	1	4
Gos132	Gos	all	-	-		-	-	-	-	0	0
Gos132	Gos	Dm-anke-06544	moški	-	slovenščina	-	-	-	-	1	4
Gos132	Gos	Dm-anke-06545	moški	-	slovenščina	-	-	-	-	1	9
Gos132	Gos	Dm-anke-06546	moški	-	slovenščina	-	-	-	-	1	5
Gos132	Gos	Dm-anke-06547	moški	-	slovenščina	-	-	-	-	1	6
Gos132	Gos	Dm-anke-06548	moški	-	slovenščina	-	-	-	-	1	3
Gos132	Gos	Nf-posl-06550	ženski	-	slovenščina	-	-	-	-	6	13
Gos132	Gos	Ff-anke-06551	ženski	-	slovenščina	-	-	-	-	1	4
Gos132	Gos	Ff-anke-06552	ženski	-	slovenščina	-	-	-	-	1	2
Gos132	Gos	Fm-anke-06553	moški	-	slovenščina	-	-	-	-	1	5
Gos132	Gos	Fm-anke-06554	moški	-	slovenščina	-	-	-	-	1	2
